Station Name: KNOCK AIRPORT
Station Height: 201 M 
Latitude:53.906  ,Longitude: -8.817


date:  -  Date and Time (utc)
ind:   -  irainfall   Rainfall indicator
rain:  -  Precipitation Amount (mm)  
ind:   -  ittt Dry bulb indicator
temp:  -  Air Temperature (C)
ind:   -  iwb Wet bulb indicator
wetb:  -  Wet Bulb Temperature (C)
dewpt: -  Dew Point Temperature (C)             
rhum:  -  Relative Humidity (%)
vappr: -  Vapour Pressure (hPa) 
msl:   -  Mean Sea Level Pressure (hPa)
ind:   -  itabspeed wind Speed indicator
wdsp:  -  Mean Wind Speed (knot)
ind:   -  itabdir  wind dir indicator
wddir: -  Predominant Wind Direction (degree)
ww:    -  Synop code for Present Weather
w:     -  Synop code for Past Weather
sun:   -  Sunshine duration (hours)
vis:   -  Visibility (m)
clht:  -  Cloud height (100's of ft) - 999 if none 
clamt: -  Cloud amount


Code  irainfall                    ittt              iwb                    itabspeed / itabdir
----  -------------------------    --------------    ---------------------  -------------------------
0     satisfactory                 positive          positive               -
1     deposition                   negative          negative               10 min
2     trace / sum of traces        est. positive     est. positive          60 min
3     trace / sum of traces (dep.) est. negative     est. negative          10 min + defective
4     estimated precipitation      not available     not available          60 min + defective
5     estimated deposition         -                 frozen negative        10 min + partially defective
6     estimated precip. trace      -                 frozen positive        60 min + partially defective
7     estimated deposition trace   -                 est. frozen negative   not available
8     not available                -                 est. frozen positive   -
111   investigation required       investigation required                   investigation required

date,ind,rain,ind,temp,ind,wetb,dewpt,vappr,rhum,msl,ind,wdsp,ind,wddir,ww,w,sun,vis,clht,clamt
01-jan-2024 00:00,111,0.3,111,4.2,111,3.7,3.0,7.6,92,995.8,111,12,111,270, , ,0.0, ,0,8
01-jan-2024 01:00,111,0.0,111,3.7,111,3.2,2.6,7.3,92,996.4,111,11,111,260, , ,0.0, ,0,8
01-jan-2024 02:00,111,0.0,111,3.0,111,2.7,2.2,7.2,95,996.9,111,9,111,260, , ,0.0, ,0,8
01-jan-2024 03:00,111,0.2,111,2.5,111,2.2,1.7,6.9,95,997.1,111,9,111,230, , ,0.0, ,0,8
01-jan-2024 04:00,111,0.3,111,3.4,111,2.7,1.5,6.9,88,997.4,111,11,111,230, , ,0.0, ,0,8
01-jan-2024 05:00,111,0.1,111,2.7,111,2.4,2.0,7.0,95,997.5,111,9,111,250, , ,0.0, ,0,8
01-jan-2024 06:00,111,0.2,111,2.8,111,2.6,2.3,7.2,96,997.4,111,7,111,230,25,82,0.0,20000,35,6
01-jan-2024 07:00,111,0.0,111,2.5,111,1.9,0.9,6.5,89,997.3,111,6,111,220,25,81,0.0,20000,36,5
01-jan-2024 08:00,111,0.0,111,1.5,111,1.0,0.1,6.2,91,997.3,111,4,111,160,2,11,0.0,25000,999,3
01-jan-2024 09:00,111,0.0,111,1.7,111,1.3,0.6,6.4,93,997.1,111,4,111,180,2,81,0.0,45000,999,3
01-jan-2024 10:00,111,0.0,111,1.5,111,1.1,0.4,6.3,92,996.3,111,3,111,150,2,11,0.0,50000,100,6
01-jan-2024 11:00,111,0.0,111,1.5,111,1.2,0.7,6.4,94,995.4,111,6,111,140,21,62,0.0,45000,46,8
01-jan-2024 12:00,111,0.0,111,2.4,111,2.2,1.9,7.0,96,993.3,111,7,111,140,60,86,0.0,20000,48,8
01-jan-2024 13:00,111,0.3,111,3.3,111,3.2,3.1,7.6,98,991.2,111,10,111,140,60,62,0.0,6000,25,8
01-jan-2024 14:00,111,0.5,111,3.7,111,3.7,3.7,8.0,100,988.3,111,13,111,120,61,66,0.0,3000,2,8
01-jan-2024 15:00,111,2.6,111,3.8,111,3.8,3.8,8.0,100,986.2,111,13,111,120,61,62,0.0,5000,2,8
01-jan-2024 16:00,111,3.1,111,4.1,111,4.1,4.1,8.2,100,984.2,111,12,111,120,61,66,0.0,1600,2,8
01-jan-2024 17:00,111,2.3,111,4.7,111,4.7,4.7,8.5,100,981.7,111,12,111,110,61,66,0.0,1200,2,8
01-jan-2024 18:00,111,2.1,111,5.3,111,5.3,5.3,8.9,100,979.6,111,12,111,110, , ,0.0, ,0,8
01-jan-2024 19:00,111,1.0,111,5.6,111,5.6,5.6,9.1,100,978.6,111,11,111,120, , ,0.0, ,0,8
01-jan-2024 20:00,111,0.3,111,6.7,111,6.7,6.6,9.8,100,978.6,111,6,111,120, , ,0.0, ,0,8
01-jan-2024 21:00,111,0.2,111,8.5,111,8.1,7.7,10.5,94,979.1,111,10,111,240, , ,0.0, ,0,8
01-jan-2024 22:00,111,0.0,111,8.9,111,7.9,6.7,9.8,86,979.5,111,13,111,240, , ,0.0, ,0,8
01-jan-2024 23:00,111,0.0,111,8.7,111,7.4,5.9,9.3,82,980.1,111,19,111,240, , ,0.0, ,0,8
02-jan-2024 00:00,111,0.0,111,8.6,111,7.2,5.5,9.0,81,980.5,111,14,111,230, , ,0.0, ,0,8
02-jan-2024 01:00,111,0.1,111,8.3,111,7.1,5.6,9.1,83,980.5,111,12,111,230, , ,0.0, ,0,8
02-jan-2024 02:00,111,0.0,111,7.8,111,6.9,5.9,9.2,87,980.2,111,11,111,220, , ,0.0, ,0,8
02-jan-2024 03:00,111,0.0,111,8.0,111,7.4,6.8,9.8,92,980.0,111,10,111,210, , ,0.0, ,0,8
02-jan-2024 04:00,111,0.0,111,8.1,111,7.6,7.0,10.0,93,979.7,111,10,111,220, , ,0.0, ,0,8
02-jan-2024 05:00,111,0.0,111,7.8,111,7.5,7.1,10.1,96,979.1,111,9,111,210, , ,0.0, ,0,8
02-jan-2024 06:00,111,0.0,111,7.6,111,7.4,7.1,10.1,97,978.7,111,7,111,210, , ,0.0, ,0,8
02-jan-2024 07:00,111,0.0,111,7.6,111,7.5,7.4,10.3,99,978.2,111,6,111,210,21,62,0.0,16000,22,7
02-jan-2024 08:00,111,0.0,111,7.6,111,7.5,7.4,10.3,99,977.9,111,6,111,180,10,22,0.0,5000,3,7
02-jan-2024 09:00,111,0.0,111,7.5,111,7.5,7.5,10.4,100,977.7,111,5,111,210,46,64,0.0,400,2,8
02-jan-2024 10:00,111,0.1,111,7.6,111,7.6,7.6,10.4,100,977.7,111,5,111,210,46,42,0.0,300,2,8
02-jan-2024 11:00,111,0.0,111,7.5,111,7.5,7.5,10.4,100,977.8,111,5,111,210,28,42,0.0,12000,2,8
02-jan-2024 12:00,111,0.0,111,7.8,111,7.5,7.2,10.1,96,977.8,111,6,111,230,60,64,0.0,15000,36,8
02-jan-2024 13:00,111,0.0,111,8.0,111,7.7,7.4,10.3,96,977.7,111,7,111,220,21,62,0.0,14000,10,8
02-jan-2024 14:00,111,0.1,111,7.8,111,7.7,7.6,10.4,99,978.1,111,7,111,230,60,62,0.0,9000,5,8
02-jan-2024 15:00,111,0.6,111,7.2,111,7.1,7.0,10.0,99,978.5,111,10,111,240,61,62,0.0,11000,5,8
02-jan-2024 16:00,111,3.2,111,7.1,111,7.0,6.9,9.9,99,979.3,111,9,111,240,61,66,0.0,7000,4,8
02-jan-2024 17:00,111,0.7,111,7.1,111,7.0,6.8,9.9,99,979.7,111,11,111,250, , ,0.0, ,0,8
02-jan-2024 18:00,111,0.2,111,7.0,111,6.9,6.8,9.9,99,980.4,111,9,111,220, , ,0.0, ,0,8
02-jan-2024 19:00,111,0.0,111,6.9,111,6.7,6.5,9.6,97,981.1,111,10,111,240, , ,0.0, ,0,8
02-jan-2024 20:00,111,0.0,111,5.9,111,5.8,5.7,9.1,98,981.0,111,6,111,220, , ,0.0, ,0,8
02-jan-2024 21:00,111,0.0,111,5.3,111,5.3,5.3,8.9,100,981.2,111,6,111,230, , ,0.0, ,0,8
02-jan-2024 22:00,111,0.1,111,5.1,111,5.1,5.1,8.8,100,981.2,111,5,111,200, , ,0.0, ,0,8
02-jan-2024 23:00,111,0.0,111,5.3,111,5.3,5.2,8.9,100,981.3,111,4,111,190, , ,0.0, ,0,8
03-jan-2024 00:00,111,0.0,111,5.3,111,5.3,5.3,8.9,100,981.6,111,5,111,200, , ,0.0, ,0,8
03-jan-2024 01:00,111,0.0,111,5.8,111,5.8,5.8,9.2,100,981.6,111,5,111,210, , ,0.0, ,0,8
03-jan-2024 02:00,111,0.0,111,5.7,111,5.7,5.7,9.2,100,981.9,111,5,111,210, , ,0.0, ,0,8
03-jan-2024 03:00,111,0.0,111,5.6,111,5.6,5.6,9.1,100,982.3,111,5,111,210, , ,0.0, ,0,8
03-jan-2024 04:00,111,0.0,111,5.6,111,5.6,5.6,9.1,100,982.5,111,5,111,210, , ,0.0, ,0,8
03-jan-2024 05:00,111,0.2,111,5.4,111,5.4,5.4,9.0,100,982.9,111,4,111,210, , ,0.0, ,0,8
03-jan-2024 06:00,111,0.0,111,5.6,111,5.6,5.6,9.1,100,983.7,111,4,111,230, , ,0.0, ,0,8
03-jan-2024 07:00,111,0.1,111,4.7,111,4.7,4.7,8.5,100,984.4,111,5,111,230,42,42,0.0,600,7,8
03-jan-2024 08:00,111,0.0,111,5.3,111,5.2,5.1,8.8,98,985.3,111,5,111,250,50,54,0.0,1200,17,8
03-jan-2024 09:00,111,0.2,111,6.1,111,6.1,6.1,9.4,100,986.2,111,6,111,270,50,54,0.0,800,10,7
03-jan-2024 10:00,111,0.0,111,5.7,111,5.7,5.7,9.2,100,987.0,111,5,111,270,46,54,0.0,200,6,8
03-jan-2024 11:00,111,0.0,111,6.3,111,6.3,6.3,9.5,100,987.9,111,4,111,240,28,42,0.0,15000,24,7
03-jan-2024 12:00,111,0.0,111,6.9,111,6.9,6.9,9.9,100,988.4,111,6,111,250,1,54,0.0,15000,10,6
03-jan-2024 13:00,111,0.0,111,7.3,111,7.2,7.1,10.1,99,988.9,111,8,111,250,2,11,0.0,20000,8,7
03-jan-2024 14:00,111,0.0,111,7.7,111,7.5,7.3,10.2,97,989.2,111,9,111,250,80,82,0.0,8000,10,7
03-jan-2024 15:00,111,1.7,111,7.2,111,7.2,7.2,10.2,100,989.6,111,9,111,250,80,82,0.0,8000,8,7
03-jan-2024 16:00,111,1.3,111,7.4,111,7.4,7.4,10.3,100,990.3,111,10,111,250,25,82,0.0,20000,7,7
03-jan-2024 17:00,111,0.6,111,7.2,111,7.2,7.2,10.2,100,991.1,111,9,111,250,25,82,0.0,20000,8,7
03-jan-2024 18:00,111,0.0,111,6.6,111,6.5,6.4,9.6,98,992.0,111,9,111,250,80,82,0.0,20000,13,7
03-jan-2024 19:00,111,0.1,111,6.6,111,6.6,6.6,9.7,100,992.6,111,8,111,230, , ,0.0, ,0,8
03-jan-2024 20:00,111,0.4,111,6.4,111,6.4,6.4,9.6,100,993.3,111,7,111,230, , ,0.0, ,0,8
03-jan-2024 21:00,111,0.1,111,6.3,111,6.3,6.3,9.5,100,993.5,111,6,111,200, , ,0.0, ,0,8
03-jan-2024 22:00,111,0.2,111,6.8,111,6.8,6.7,9.9,100,994.0,111,8,111,210, , ,0.0, ,0,8
03-jan-2024 23:00,111,0.3,111,6.6,111,6.5,6.4,9.6,98,994.6,111,13,111,260, , ,0.0, ,0,8
04-jan-2024 00:00,111,0.0,111,6.2,111,6.1,6.0,9.3,98,994.8,111,10,111,240, , ,0.0, ,0,8
04-jan-2024 01:00,111,1.7,111,6.1,111,6.1,6.1,9.4,100,995.5,111,13,111,250, , ,0.0, ,0,8
04-jan-2024 02:00,111,1.3,111,6.0,111,5.8,5.6,9.1,97,995.9,111,12,111,250, , ,0.0, ,0,8
04-jan-2024 03:00,111,1.6,111,5.6,111,5.4,5.2,8.8,97,996.5,111,13,111,260, , ,0.0, ,0,8
04-jan-2024 04:00,111,0.4,111,5.2,111,5.1,5.0,8.7,98,996.9,111,7,111,230, , ,0.0, ,0,8
04-jan-2024 05:00,111,0.0,111,4.7,111,4.3,3.8,8.0,93,996.9,111,10,111,240, , ,0.0, ,0,8
04-jan-2024 06:00,111,0.0,111,4.4,111,3.8,2.9,7.5,90,997.0,111,9,111,240, , ,0.0, ,0,8
04-jan-2024 07:00,111,0.0,111,4.0,111,3.5,2.8,7.4,92,997.5,111,8,111,230, , ,0.0, ,0,8
04-jan-2024 08:00,111,0.0,111,3.3,111,3.0,2.5,7.3,95,997.8,111,7,111,230,2,11,0.0,20000,999,3
04-jan-2024 09:00,111,0.0,111,3.0,111,2.8,2.5,7.3,96,998.0,111,6,111,220,2,11,0.0,25000,999,2
04-jan-2024 10:00,111,0.0,111,3.6,111,3.3,2.9,7.5,95,997.9,111,5,111,210,2,11,0.0,40000,999,3
04-jan-2024 11:00,111,0.0,111,4.2,111,3.8,3.2,7.7,93,998.3,111,5,111,210,80,81,0.0,30000,22,5
04-jan-2024 12:00,111,0.0,111,5.2,111,4.7,4.0,8.1,92,997.8,111,5,111,200,25,81,0.0,30000,80,6
04-jan-2024 13:00,111,0.0,111,6.2,111,5.4,4.3,8.3,88,997.4,111,5,111,190,2,11,0.0,30000,24,6
04-jan-2024 14:00,111,0.1,111,6.5,111,6.0,5.4,8.9,92,997.2,111,4,111,180,80,82,0.0,7000,9,7
04-jan-2024 15:00,111,1.0,111,6.4,111,6.1,5.7,9.2,95,997.3,111,2,111,240,25,82,0.0,30000,18,6
04-jan-2024 16:00,111,0.0,111,5.5,111,5.5,5.5,9.0,100,998.1,111,3,111,350,46,42,0.0,300,2,7
04-jan-2024 17:00,111,0.0,111,4.8,111,4.8,4.8,8.6,100,998.6,111,3,111,330,28,42,0.0,5000,41,6
04-jan-2024 18:00,111,0.1,111,5.1,111,5.1,5.0,8.8,100,999.3,111,5,111,310, , ,0.0, ,0,8
04-jan-2024 19:00,111,0.0,111,4.6,111,4.6,4.6,8.5,100,1000.0,111,5,111,300, , ,0.0, ,0,8
04-jan-2024 20:00,111,0.0,111,3.9,111,3.9,3.9,8.1,100,1000.6,111,7,111,290, , ,0.0, ,0,8
04-jan-2024 21:00,111,0.1,111,4.5,111,4.2,3.9,8.0,95,1001.1,111,7,111,300, , ,0.0, ,0,8
04-jan-2024 22:00,111,0.0,111,4.3,111,4.2,4.0,8.2,98,1001.7,111,7,111,290, , ,0.0, ,0,8
04-jan-2024 23:00,111,0.0,111,4.0,111,3.9,3.7,8.0,98,1002.1,111,8,111,280, , ,0.0, ,0,8
05-jan-2024 00:00,111,0.0,111,3.8,111,3.7,3.4,7.9,98,1002.4,111,8,111,280, , ,0.0, ,0,8
05-jan-2024 01:00,111,0.0,111,4.0,111,3.8,3.6,7.9,97,1002.6,111,8,111,300, , ,0.0, ,0,8
05-jan-2024 02:00,111,0.0,111,3.9,111,3.7,3.4,7.8,97,1003.3,111,8,111,300, , ,0.0, ,0,8
05-jan-2024 03:00,111,0.2,111,4.0,111,3.7,3.1,7.7,95,1003.8,111,9,111,300, , ,0.0, ,0,8
05-jan-2024 04:00,111,0.2,111,3.8,111,3.6,3.2,7.7,97,1004.3,111,9,111,290, , ,0.0, ,0,8
05-jan-2024 05:00,111,0.0,111,3.6,111,3.3,2.8,7.5,95,1004.7,111,8,111,300, , ,0.0, ,0,8
05-jan-2024 06:00,111,0.0,111,3.8,111,3.5,3.0,7.6,95,1005.3,111,9,111,300, , ,0.0, ,0,8
05-jan-2024 07:00,111,0.1,111,4.4,111,3.9,3.2,7.7,92,1005.8,111,9,111,320, , ,0.0, ,0,8
05-jan-2024 08:00,111,0.0,111,4.5,111,3.9,3.0,7.6,90,1006.7,111,10,111,310,2,11,0.0,20000,240,6
05-jan-2024 09:00,111,0.0,111,4.5,111,3.6,2.3,7.2,85,1007.8,111,8,111,310,2,11,0.0,30000,37,6
05-jan-2024 10:00,111,0.0,111,4.2,111,3.4,2.2,7.2,87,1008.6,111,7,111,310,2,11,0.0,35000,999,3
05-jan-2024 11:00,111,0.0,111,5.1,111,4.1,2.6,7.4,84,1009.3,111,10,111,300,2,11,0.0,35000,25,5
05-jan-2024 12:00,111,0.0,111,5.7,111,4.9,3.8,8.0,88,1009.6,111,10,111,300,25,81,0.0,35000,25,5
05-jan-2024 13:00,111,0.4,111,5.3,111,4.9,4.4,8.3,94,1010.0,111,11,111,310,25,82,0.0,35000,80,5
05-jan-2024 14:00,111,0.3,111,5.2,111,4.9,4.5,8.4,95,1010.5,111,9,111,330,25,82,0.0,40000,23,7
05-jan-2024 15:00,111,0.0,111,5.2,111,4.9,4.5,8.4,95,1011.2,111,9,111,300,80,82,0.0,20000,23,6
05-jan-2024 16:00,111,0.1,111,4.3,111,3.8,3.1,7.6,92,1011.7,111,8,111,280,25,81,0.0,45000,999,2
05-jan-2024 17:00,111,0.2,111,3.5,111,3.4,3.3,7.7,98,1012.6,111,8,111,290,25,81,0.0,40000,80,5
05-jan-2024 18:00,111,0.0,111,3.8,111,3.4,2.8,7.5,93,1013.2,111,7,111,280, , ,0.0, ,0,8
05-jan-2024 19:00,111,0.0,111,3.7,111,3.3,2.6,7.4,93,1013.8,111,9,111,280, , ,0.0, ,0,8
05-jan-2024 20:00,111,0.0,111,3.4,111,2.9,2.2,7.1,91,1014.6,111,9,111,280, , ,0.0, ,0,8
05-jan-2024 21:00,111,0.0,111,3.3,111,2.8,2.1,7.1,91,1015.0,111,9,111,290, , ,0.0, ,0,8
05-jan-2024 22:00,111,0.0,111,3.5,111,2.9,2.0,7.0,90,1015.5,111,10,111,280, , ,0.0, ,0,8
05-jan-2024 23:00,111,0.0,111,3.8,111,3.1,2.0,7.1,88,1015.9,111,9,111,280, , ,0.0, ,0,8
06-jan-2024 00:00,111,0.0,111,3.7,111,3.0,1.9,7.0,88,1016.5,111,8,111,280, , ,0.0, ,0,8
06-jan-2024 01:00,111,0.0,111,3.1,111,2.8,2.3,7.2,95,1017.1,111,8,111,270, , ,0.0, ,0,8
06-jan-2024 02:00,111,0.1,111,3.1,111,2.6,1.8,7.0,91,1017.4,111,7,111,270, , ,0.0, ,0,8
06-jan-2024 03:00,111,0.0,111,3.0,111,2.6,2.0,7.0,93,1018.3,111,5,111,270, , ,0.0, ,0,8
06-jan-2024 04:00,111,0.0,111,3.3,111,2.9,2.2,7.2,93,1018.6,111,5,111,270, , ,0.0, ,0,8
06-jan-2024 05:00,111,0.6,111,3.0,111,2.8,2.4,7.3,96,1019.2,111,4,111,290, , ,0.0, ,0,8
06-jan-2024 06:00,111,0.0,111,3.1,111,2.8,2.4,7.2,95,1019.7,111,4,111,300, , ,0.0, ,0,8
06-jan-2024 07:00,111,0.0,111,3.6,111,3.1,2.3,7.2,91,1020.3,111,5,111,300,2,11,0.0,20000,35,5
06-jan-2024 08:00,111,0.0,111,3.3,111,3.0,2.5,7.3,95,1021.3,111,7,111,290,25,81,0.0,20000,999,4
06-jan-2024 09:00,111,0.0,111,3.0,111,2.6,2.0,7.0,93,1022.0,111,7,111,300,1,81,0.0,30000,999,1
06-jan-2024 10:00,111,0.1,111,4.0,111,3.2,2.0,7.0,87,1022.7,111,6,111,290,2,11,0.0,45000,999,3
06-jan-2024 11:00,111,0.0,111,4.4,111,3.9,3.2,7.7,92,1023.2,111,4,111,310,2,11,0.0,50000,999,2
06-jan-2024 12:00,111,0.0,111,5.3,111,4.6,3.6,7.9,89,1023.4,111,4,111,300,2,81,0.0,50000,999,1
06-jan-2024 13:00,111,0.0,111,5.8,111,4.8,3.4,7.8,85,1023.6,111,5,111,260,2,11,0.0,50000,999,2
06-jan-2024 14:00,111,0.0,111,6.1,111,5.1,3.7,8.0,85,1023.6,111,6,111,280,25,81,0.0,50000,999,2
06-jan-2024 15:00,111,0.0,111,6.2,111,5.3,4.1,8.2,86,1024.1,111,5,111,290,2,81,0.0,50000,21,5
06-jan-2024 16:00,111,0.0,111,5.8,111,5.0,4.0,8.1,88,1024.7,111,4,111,280, , ,0.0, ,0,8
06-jan-2024 17:00,111,0.0,111,5.3,111,4.8,4.1,8.2,92,1025.5,111,4,111,270, , ,0.0, ,0,8
06-jan-2024 18:00,111,0.0,111,4.7,111,4.1,3.2,7.7,90,1025.7,111,2,111,300, , ,0.0, ,0,8
06-jan-2024 19:00,111,0.0,111,4.2,111,4.0,3.7,8.0,97,1026.2,111,3,111,290, , ,0.0, ,0,8
06-jan-2024 20:00,111,0.0,111,4.6,111,4.1,3.3,7.8,92,1026.6,111,4,111,270, , ,0.0, ,0,8
06-jan-2024 21:00,111,0.0,111,5.1,111,4.2,2.9,7.5,86,1026.9,111,3,111,300, , ,0.0, ,0,8
06-jan-2024 22:00,111,0.0,111,5.0,111,3.5,1.0,6.6,76,1027.1,111,3,111,300, , ,0.0, ,0,8
06-jan-2024 23:00,111,0.0,111,4.4,111,3.4,1.9,7.0,84,1027.5,111,3,111,300, , ,0.0, ,0,8
07-jan-2024 00:00,111,0.0,111,4.2,111,3.3,2.0,7.0,85,1027.9,111,3,111,330, , ,0.0, ,0,8
07-jan-2024 01:00,111,0.0,111,4.2,111,3.2,1.6,6.9,84,1028.3,111,3,111,340, , ,0.0, ,0,8
07-jan-2024 02:00,111,0.0,111,4.7,111,3.4,1.4,6.8,79,1028.3,111,2,111,330, , ,0.0, ,0,8
07-jan-2024 03:00,111,0.0,111,4.7,111,3.5,1.7,6.9,81,1028.7,111,2,111,360, , ,0.0, ,0,8
07-jan-2024 04:00,111,0.0,111,4.5,111,3.3,1.5,6.8,81,1029.3,111,2,111,350, , ,0.0, ,0,8
07-jan-2024 05:00,111,0.0,111,3.5,111,2.8,1.8,6.9,88,1029.6,111,4,111,20, , ,0.0, ,0,8
07-jan-2024 06:00,111,0.0,111,3.5,111,2.8,1.7,6.9,88,1030.0,111,4,111,40, , ,0.0, ,0,8
07-jan-2024 07:00,111,0.0,111,2.7,111,2.5,2.2,7.2,96,1030.2,111,4,111,40,2,11,0.0,25000,999,1
07-jan-2024 08:00,111,0.0,111,3.2,111,2.7,1.9,7.0,91,1030.6,111,4,111,60,2,11,0.0,40000,999,1
07-jan-2024 09:00,111,0.0,111,2.5,111,2.0,1.2,6.7,91,1031.2,111,4,111,100,2,11,0.0,60000,999,2
07-jan-2024 10:00,111,0.0,111,3.1,111,2.4,1.3,6.7,88,1031.5,111,4,111,110,2,11,0.0,60000,999,1
07-jan-2024 11:00,111,0.0,111,3.8,111,3.0,1.8,6.9,87,1031.8,111,3,111,130,2,11,0.0,70000,999,1
07-jan-2024 12:00,111,0.0,111,4.2,111,3.4,2.2,7.2,87,1031.9,111,4,111,120,2,11,0.0,70000,999,1
07-jan-2024 13:00,111,0.0,111,4.8,111,4.1,3.1,7.6,89,1032.0,111,5,111,120,2,11,0.0,70000,999,1
07-jan-2024 14:00,111,0.0,111,5.2,111,4.3,3.0,7.6,86,1031.8,111,4,111,130,2,11,0.0,60000,999,1
07-jan-2024 15:00,111,0.0,111,4.8,111,4.1,3.1,7.6,89,1032.0,111,3,111,120,2,11,0.0,60000,999,1
07-jan-2024 16:00,111,0.0,111,3.6,111,3.2,2.6,7.4,93,1032.4,111,2,111,120,2,11,0.0,60000,999,1
07-jan-2024 17:00,111,0.0,111,2.0,111,1.9,1.7,6.9,98,1032.8,111,3,111,110,2,11,0.0,50000,999,1
07-jan-2024 18:00,111,0.0,111,1.3,111,1.3,1.3,6.7,100,1033.2,111,4,111,110,2,11,0.0,40000,999,2
07-jan-2024 19:00,111,0.0,111,1.8,111,1.7,1.5,6.8,98,1033.2,111,4,111,110, , ,0.0, ,0,8
07-jan-2024 20:00,111,0.0,111,1.4,111,1.4,1.4,6.8,100,1033.7,111,4,111,100, , ,0.0, ,0,8
07-jan-2024 21:00,111,0.0,111,1.5,111,1.5,1.5,6.8,100,1033.8,111,6,111,100, , ,0.0, ,0,8
07-jan-2024 22:00,111,0.0,111,1.3,111,1.3,1.3,6.7,100,1033.7,111,6,111,100, , ,0.0, ,0,8
07-jan-2024 23:00,111,0.0,111,1.0,111,1.0,1.0,6.6,100,1033.8,111,6,111,110, , ,0.0, ,0,8
08-jan-2024 00:00,111,0.0,111,0.6,111,0.6,0.6,6.4,100,1033.8,111,6,111,100, , ,0.0, ,0,8
08-jan-2024 01:00,111,0.0,111,0.3,111,0.3,0.3,6.2,100,1034.1,111,5,111,100, , ,0.0, ,0,8
08-jan-2024 02:00,111,0.0,111,-0.3,111,-0.3,-0.3,6.0,100,1034.0,111,5,111,120, , ,0.0, ,0,8
08-jan-2024 03:00,111,0.0,111,-0.2,111,-0.2,-0.2,6.0,100,1034.1,111,5,111,120, , ,0.0, ,0,8
08-jan-2024 04:00,111,0.0,111,-0.3,111,-0.3,-0.3,6.0,100,1034.0,111,6,111,130, , ,0.0, ,0,8
08-jan-2024 05:00,111,0.0,111,-0.4,111,-0.4,-0.4,5.9,100,1033.9,111,5,111,130, , ,0.0, ,0,8
08-jan-2024 06:00,111,0.0,111,-0.7,111,-0.7,-0.8,5.8,100,1034.1,111,6,111,120, , ,0.0, ,0,8
08-jan-2024 07:00,111,0.0,111,-0.3,111,-0.3,-0.3,6.0,100,1034.1,111,7,111,120,45,42,0.0,200,1,8
08-jan-2024 08:00,111,0.0,111,-0.3,111,-0.3,-0.3,6.0,100,1034.6,111,7,111,110,28,42,0.0,8000,30,6
08-jan-2024 09:00,111,0.0,111,-0.1,111,-0.1,-0.1,6.1,100,1034.7,111,7,111,110,3,42,0.0,18000,28,7
08-jan-2024 10:00,111,0.0,111,0.0,111,0.0,0.0,6.1,100,1035.1,111,9,111,110,2,11,0.0,22000,34,5
08-jan-2024 11:00,111,0.0,111,0.3,111,0.0,-0.5,5.9,94,1035.4,111,8,111,120,2,11,0.0,16000,999,3
08-jan-2024 12:00,111,0.0,111,1.2,111,1.0,0.7,6.4,96,1035.3,111,8,111,120,1,41,0.0,24000,999,3
08-jan-2024 13:00,111,0.0,111,1.6,111,1.4,1.1,6.6,96,1035.3,111,8,111,120,2,11,0.0,26000,32,5
08-jan-2024 14:00,111,0.0,111,1.4,111,1.1,0.6,6.4,94,1035.2,111,8,111,120,2,11,0.0,30000,25,7
08-jan-2024 15:00,111,0.0,111,1.7,111,1.1,0.1,6.1,89,1035.2,111,6,111,140,2,11,0.0,30000,999,2
08-jan-2024 16:00,111,0.0,111,1.1,111,0.7,0.0,6.1,92,1035.2,111,5,111,130,2,11,0.0,28000,999,3
08-jan-2024 17:00,111,0.0,111,0.1,111,0.1,0.1,6.2,100,1035.4,111,5,111,110,2,11,0.0,30000,999,4
08-jan-2024 18:00,111,0.0,111,0.9,111,0.4,-0.5,5.9,90,1035.3,111,6,111,100, , ,0.0, ,0,8
08-jan-2024 19:00,111,0.0,111,0.9,111,0.3,-0.7,5.8,88,1035.6,111,8,111,100, , ,0.0, ,0,8
08-jan-2024 20:00,111,0.0,111,1.0,111,0.0,-1.9,5.3,81,1035.5,111,9,111,110, , ,0.0, ,0,8
08-jan-2024 21:00,111,0.0,111,0.8,111,-0.1,-1.9,5.3,83,1035.7,111,8,111,110, , ,0.0, ,0,8
08-jan-2024 22:00,111,0.0,111,1.1,111,0.0,-2.1,5.2,79,1035.6,111,9,111,110, , ,0.0, ,0,8
08-jan-2024 23:00,111,0.0,111,1.0,111,0.0,-1.9,5.3,81,1035.7,111,9,111,110, , ,0.0, ,0,8
09-jan-2024 00:00,111,0.0,111,0.7,111,-0.1,-1.7,5.4,84,1035.7,111,7,111,90, , ,0.0, ,0,8
09-jan-2024 01:00,111,0.0,111,0.4,111,-0.3,-1.5,5.4,86,1035.7,111,7,111,80, , ,0.0, ,0,8
09-jan-2024 02:00,111,0.0,111,0.7,111,-0.1,-1.5,5.4,84,1035.3,111,8,111,90, , ,0.0, ,0,8
09-jan-2024 03:00,111,0.0,111,0.5,111,-0.3,-1.8,5.3,84,1035.2,111,8,111,80, , ,0.0, ,0,8
09-jan-2024 04:00,111,0.0,111,0.8,111,-0.1,-1.9,5.3,83,1035.4,111,8,111,90, , ,0.0, ,0,8
09-jan-2024 05:00,111,0.0,111,0.8,111,-0.2,-2.0,5.2,81,1035.1,111,8,111,80, , ,0.0, ,0,8
